0,0, Header,1,2,384,
1,0, Start_track,,,,
1,0, Time_signature,4,2,24,8
1,0, Tempo,444444,,,
1,0, End_track,,,,
2,0, Start_track,,,,
2,0, Title_t," ""Electric Piano""",,,
2,0, Program_c,0,0,,
2,0, Note_on_c,0,59,50,
2,96, Note_off_c,0,59,0,
2,192, Note_on_c,0,59,50,
2,288, Note_off_c,0,59,0,
2,384, Note_on_c,0,59,50,
2,480, Note_off_c,0,59,0,
2,480, Note_on_c,0,57,50,
2,576, Note_off_c,0,57,0,
2,672, Note_on_c,0,59,50,
2,768, Note_off_c,0,59,0,
2,864, Note_on_c,0,62,50,
2,960, Note_off_c,0,62,0,
2,1056, Note_on_c,0,59,50,
2,1152, Note_off_c,0,59,0,
2,1248, Note_on_c,0,54,50,
2,1344, Note_off_c,0,54,0,
2,1344, Note_on_c,0,57,50,
2,1536, Note_off_c,0,57,0,
2,1536, Note_on_c,0,59,50,
2,1632, Note_off_c,0,59,0,
2,1728, Note_on_c,0,59,50,
2,1824, Note_off_c,0,59,0,
2,1920, Note_on_c,0,59,50,
2,2016, Note_off_c,0,59,0,
2,2016, Note_on_c,0,57,50,
2,2112, Note_off_c,0,57,0,
2,2208, Note_on_c,0,59,50,
2,2304, Note_off_c,0,59,0,
2,2400, Note_on_c,0,65,50,
2,2496, Note_off_c,0,65,0,
2,2592, Note_on_c,0,64,50,
2,2688, Note_off_c,0,64,0,
2,2784, Note_on_c,0,62,50,
2,2880, Note_off_c,0,62,0,
2,2880, Note_on_c,0,57,50,
2,3072, Note_off_c,0,57,0,
2,3072, Note_on_c,0,59,50,
2,3168, Note_off_c,0,59,0,
2,3264, Note_on_c,0,59,50,
2,3360, Note_off_c,0,59,0,
2,3456, Note_on_c,0,59,50,
2,3552, Note_off_c,0,59,0,
2,3552, Note_on_c,0,57,50,
2,3648, Note_off_c,0,57,0,
2,3744, Note_on_c,0,59,50,
2,3840, Note_off_c,0,59,0,
2,3936, Note_on_c,0,62,50,
2,4032, Note_off_c,0,62,0,
2,4128, Note_on_c,0,59,50,
2,4224, Note_off_c,0,59,0,
2,4320, Note_on_c,0,54,50,
2,4416, Note_off_c,0,54,0,
2,4416, Note_on_c,0,57,50,
2,4608, Note_off_c,0,57,0,
2,4608, Note_on_c,0,59,50,
2,4704, Note_off_c,0,59,0,
2,4800, Note_on_c,0,59,50,
2,4896, Note_off_c,0,59,0,
2,4992, Note_on_c,0,59,50,
2,5088, Note_off_c,0,59,0,
2,5088, Note_on_c,0,57,50,
2,5184, Note_off_c,0,57,0,
2,5184, Note_on_c,0,59,50,
2,5280, Note_off_c,0,59,0,
2,5280, Note_on_c,0,62,50,
2,5376, Note_off_c,0,62,0,
2,5472, Note_on_c,0,65,50,
2,5568, Note_off_c,0,65,0,
2,5664, Note_on_c,0,64,50,
2,5760, Note_off_c,0,64,0,
2,5856, Note_on_c,0,62,50,
2,5952, Note_off_c,0,62,0,
2,5952, Note_on_c,0,57,50,
2,6144, Note_off_c,0,57,0,
2,6144, Note_on_c,0,59,50,
2,6240, Note_off_c,0,59,0,
2,6336, Note_on_c,0,59,50,
2,6432, Note_off_c,0,59,0,
2,6528, Note_on_c,0,59,50,
2,6624, Note_off_c,0,59,0,
2,6624, Note_on_c,0,57,50,
2,6720, Note_off_c,0,57,0,
2,6816, Note_on_c,0,59,50,
2,6912, Note_off_c,0,59,0,
2,7008, Note_on_c,0,62,50,
2,7104, Note_off_c,0,62,0,
2,7200, Note_on_c,0,59,50,
2,7296, Note_off_c,0,59,0,
2,7392, Note_on_c,0,54,50,
2,7488, Note_off_c,0,54,0,
2,7488, Note_on_c,0,57,50,
2,7680, Note_off_c,0,57,0,
2,7680, Note_on_c,0,59,50,
2,7776, Note_off_c,0,59,0,
2,7872, Note_on_c,0,59,50,
2,7968, Note_off_c,0,59,0,
2,8064, Note_on_c,0,59,50,
2,8160, Note_off_c,0,59,0,
2,8160, Note_on_c,0,57,50,
2,8256, Note_off_c,0,57,0,
2,8352, Note_on_c,0,59,50,
2,8448, Note_off_c,0,59,0,
2,8544, Note_off_c,0,64,0,
2,8544, Note_on_c,0,64,50,
2,8592, Note_off_c,0,65,0,
2,8592, Note_on_c,0,65,50,
2,8736, Note_on_c,0,64,50,
2,8832, Note_off_c,0,64,0,
2,8928, Note_on_c,0,62,50,
2,9024, Note_off_c,0,62,0,
2,9024, Note_on_c,0,57,50,
2,9216, Note_off_c,0,57,0,
2,9216, Note_on_c,0,59,50,
2,9312, Note_off_c,0,59,0,
2,9408, Note_on_c,0,59,50,
2,9504, Note_off_c,0,59,0,
2,9600, Note_on_c,0,59,50,
2,9696, Note_off_c,0,59,0,
2,9696, Note_on_c,0,57,50,
2,9792, Note_off_c,0,57,0,
